hetnet	feature	nonzero	auroc	auprc	feature_type	permuted
rephetio-v2.0_perm-5	CpDrDaGuD	0.058013	0.52458	0.2806	dwpc	1
rephetio-v2.0	CpDrDdGaD	0.1102	0.52813	0.25955	dwpc	0
rephetio-v2.0_perm-1	CpDrDdGaD	0.11868	0.5265	0.24859	dwpc	1
rephetio-v2.0_perm-2	CpDrDdGaD	0.11073	0.53898	0.28495	dwpc	1
rephetio-v2.0_perm-3	CpDrDdGaD	0.11099	0.53159	0.26446	dwpc	1
rephetio-v2.0_perm-4	CpDrDdGaD	0.085563	0.5284	0.26789	dwpc	1
rephetio-v2.0_perm-5	CpDrDdGaD	0.10649	0.53231	0.2723	dwpc	1
rephetio-v2.0	CpDrDdGdD	0.051656	0.52002	0.2765	dwpc	0
rephetio-v2.0_perm-1	CpDrDdGdD	0.054305	0.51652	0.25231	dwpc	1
rephetio-v2.0_perm-2	CpDrDdGdD	0.052185	0.52867	0.29897	dwpc	1
rephetio-v2.0_perm-3	CpDrDdGdD	0.051656	0.52813	0.30062	dwpc	1
rephetio-v2.0_perm-4	CpDrDdGdD	0.043709	0.51991	0.27738	dwpc	1
rephetio-v2.0_perm-5	CpDrDdGdD	0.051126	0.52508	0.28649	dwpc	1
rephetio-v2.0	CpDrDdGuD	0.048477	0.51684	0.26119	dwpc	0
rephetio-v2.0_perm-1	CpDrDdGuD	0.056424	0.51608	0.24882	dwpc	1
rephetio-v2.0_perm-2	CpDrDdGuD	0.050861	0.52777	0.29591	dwpc	1
rephetio-v2.0_perm-3	CpDrDdGuD	0.047947	0.52458	0.29081	dwpc	1
rephetio-v2.0_perm-4	CpDrDdGuD	0.042384	0.51896	0.2745	dwpc	1
rephetio-v2.0_perm-5	CpDrDdGuD	0.046887	0.52283	0.28432	dwpc	1
rephetio-v2.0	CpDrDlAlD	0.14437	0.53734	0.28601	dwpc	0
rephetio-v2.0_perm-1	CpDrDlAlD	0.15364	0.52576	0.23328	dwpc	1
rephetio-v2.0_perm-2	CpDrDlAlD	0.14596	0.52928	0.24661	dwpc	1
rephetio-v2.0_perm-3	CpDrDlAlD	0.14437	0.53013	0.24059	dwpc	1
rephetio-v2.0_perm-4	CpDrDlAlD	0.14437	0.53244	0.25128	dwpc	1
rephetio-v2.0_perm-5	CpDrDlAlD	0.14649	0.53045	0.24736	dwpc	1
rephetio-v2.0	CpDrDpCpD	0.022781	0.52048	0.34908	dwpc	0
rephetio-v2.0_perm-1	CpDrDpCpD	0.023841	0.51408	0.29788	dwpc	1
rephetio-v2.0_perm-2	CpDrDpCpD	0.019338	0.51443	0.3254	dwpc	1
rephetio-v2.0_perm-3	CpDrDpCpD	0.019603	0.50927	0.27875	dwpc	1
rephetio-v2.0_perm-4	CpDrDpCpD	0.02596	0.51019	0.26401	dwpc	1
rephetio-v2.0_perm-5	CpDrDpCpD	0.012715	0.50945	0.32247	dwpc	1
rephetio-v2.0	CpDrDpCtD	0.02649	0.5256	0.3683	dwpc	0
rephetio-v2.0_perm-1	CpDrDpCtD	0.032583	0.51443	0.27387	dwpc	1
rephetio-v2.0_perm-2	CpDrDpCtD	0.02649	0.5256	0.3653	dwpc	1
rephetio-v2.0_perm-3	CpDrDpCtD	0.021987	0.51601	0.32121	dwpc	1
rephetio-v2.0_perm-4	CpDrDpCtD	0.030728	0.51798	0.29862	dwpc	1
rephetio-v2.0_perm-5	CpDrDpCtD	0.023576	0.51667	0.3163	dwpc	1
rephetio-v2.0	CpDrDpSpD	0.14464	0.53672	0.2819	dwpc	0
rephetio-v2.0_perm-1	CpDrDpSpD	0.15179	0.52549	0.23093	dwpc	1
rephetio-v2.0_perm-2	CpDrDpSpD	0.14675	0.52924	0.24507	dwpc	1
rephetio-v2.0_perm-3	CpDrDpSpD	0.1449	0.53151	0.24353	dwpc	1
rephetio-v2.0_perm-4	CpDrDpSpD	0.14225	0.53142	0.2495	dwpc	1
rephetio-v2.0_perm-5	CpDrDpSpD	0.14649	0.5304	0.24949	dwpc	1
rephetio-v2.0	CpDrDrD	0.036556	0.52864	0.34179	dwpc	0
rephetio-v2.0_perm-1	CpDrDrD	0.078675	0.51653	0.23541	dwpc	1
rephetio-v2.0_perm-2	CpDrDrD	0.077086	0.51542	0.23565	dwpc	1
rephetio-v2.0_perm-3	CpDrDrD	0.071788	0.51499	0.23826	dwpc	1
rephetio-v2.0_perm-4	CpDrDrD	0.075232	0.52167	0.24969	dwpc	1
rephetio-v2.0_perm-5	CpDrDrD	0.074172	0.51333	0.23379	dwpc	1
rephetio-v2.0	CpDrDrDrD	0.076556	0.53471	0.28875	dwpc	0
rephetio-v2.0_perm-1	CpDrDrDrD	0.14146	0.52299	0.22977	dwpc	1
rephetio-v2.0_perm-2	CpDrDrDrD	0.13483	0.5258	0.23717	dwpc	1
rephetio-v2.0_perm-3	CpDrDrDrD	0.13139	0.52646	0.23653	dwpc	1
rephetio-v2.0_perm-4	CpDrDrDrD	0.13298	0.53366	0.25508	dwpc	1
rephetio-v2.0_perm-5	CpDrDrDrD	0.1343	0.52883	0.24042	dwpc	1
rephetio-v2.0	CpDrDtCpD	0.0087417	0.50777	0.34504	dwpc	0
rephetio-v2.0_perm-1	CpDrDtCpD	0.015894	0.50658	0.26652	dwpc	1
rephetio-v2.0_perm-2	CpDrDtCpD	0.011391	0.50279	0.2391	dwpc	1
rephetio-v2.0_perm-3	CpDrDtCpD	0.015894	0.50912	0.29704	dwpc	1
rephetio-v2.0_perm-4	CpDrDtCpD	0.015894	0.50745	0.27721	dwpc	1
rephetio-v2.0_perm-5	CpDrDtCpD	0.01404	0.50775	0.28924	dwpc	1
rephetio-v2.0	CpDrDtCtD	0.049536	0.54787	0.37948	dwpc	0
rephetio-v2.0_perm-1	CpDrDtCtD	0.096954	0.53412	0.26811	dwpc	1
rephetio-v2.0_perm-2	CpDrDtCtD	0.090861	0.54397	0.30917	dwpc	1
rephetio-v2.0_perm-3	CpDrDtCtD	0.10517	0.53514	0.28248	dwpc	1
rephetio-v2.0_perm-4	CpDrDtCtD	0.098543	0.53788	0.28451	dwpc	1
rephetio-v2.0_perm-5	CpDrDtCtD	0.098808	0.53589	0.28258	dwpc	1
rephetio-v2.0	CpDrDuGaD	0.11576	0.53331	0.26446	dwpc	0
rephetio-v2.0_perm-1	CpDrDuGaD	0.11974	0.5237	0.24458	dwpc	1
rephetio-v2.0_perm-2	CpDrDuGaD	0.11576	0.53664	0.27684	dwpc	1
rephetio-v2.0_perm-3	CpDrDuGaD	0.11841	0.53116	0.27111	dwpc	1
rephetio-v2.0_perm-4	CpDrDuGaD	0.085828	0.53025	0.2737	dwpc	1
rephetio-v2.0_perm-5	CpDrDuGaD	0.10914	0.53461	0.27455	dwpc	1
rephetio-v2.0	CpDrDuGdD	0.046358	0.5108	0.24548	dwpc	0
rephetio-v2.0_perm-1	CpDrDuGdD	0.05298	0.51574	0.25191	dwpc	1
rephetio-v2.0_perm-2	CpDrDuGdD	0.050066	0.52413	0.28414	dwpc	1
rephetio-v2.0_perm-3	CpDrDuGdD	0.049272	0.52708	0.29886	dwpc	1
rephetio-v2.0_perm-4	CpDrDuGdD	0.043709	0.51738	0.26787	dwpc	1
rephetio-v2.0_perm-5	CpDrDuGdD	0.046623	0.52533	0.29157	dwpc	1
rephetio-v2.0	CpDrDuGuD	0.051921	0.51864	0.26535	dwpc	0
rephetio-v2.0_perm-1	CpDrDuGuD	0.059603	0.52057	0.25859	dwpc	1
rephetio-v2.0_perm-2	CpDrDuGuD	0.05351	0.53015	0.30072	dwpc	1
rephetio-v2.0_perm-3	CpDrDuGuD	0.052715	0.5291	0.3011	dwpc	1
rephetio-v2.0_perm-4	CpDrDuGuD	0.046358	0.52074	0.2773	dwpc	1
rephetio-v2.0_perm-5	CpDrDuGuD	0.051391	0.52655	0.28922	dwpc	1
rephetio-v2.0	CpDtCbGaD	0.070728	0.52226	0.26091	dwpc	0
rephetio-v2.0_perm-1	CpDtCbGaD	0.099868	0.51933	0.24011	dwpc	1
rephetio-v2.0_perm-2	CpDtCbGaD	0.085033	0.52116	0.24896	dwpc	1
rephetio-v2.0_perm-3	CpDtCbGaD	0.084238	0.52693	0.26791	dwpc	1
rephetio-v2.0_perm-4	CpDtCbGaD	0.087152	0.51354	0.23525	dwpc	1
rephetio-v2.0_perm-5	CpDtCbGaD	0.084503	0.53163	0.27543	dwpc	1
rephetio-v2.0	CpDtCbGdD	0.023576	0.51435	0.30694	dwpc	0
rephetio-v2.0_perm-1	CpDtCbGdD	0.032318	0.50967	0.25127	dwpc	1
rephetio-v2.0_perm-2	CpDtCbGdD	0.025695	0.50787	0.24923	dwpc	1
rephetio-v2.0_perm-3	CpDtCbGdD	0.031523	0.51501	0.28083	dwpc	1
rephetio-v2.0_perm-4	CpDtCbGdD	0.030199	0.50429	0.22295	dwpc	1
rephetio-v2.0_perm-5	CpDtCbGdD	0.028079	0.51309	0.2802	dwpc	1
rephetio-v2.0	CpDtCbGuD	0.025695	0.50641	0.24334	dwpc	0
rephetio-v2.0_perm-1	CpDtCbGuD	0.033113	0.50985	0.24903	dwpc	1
rephetio-v2.0_perm-2	CpDtCbGuD	0.024901	0.50847	0.25802	dwpc	1
rephetio-v2.0_perm-3	CpDtCbGuD	0.032848	0.51774	0.29634	dwpc	1
rephetio-v2.0_perm-4	CpDtCbGuD	0.030728	0.50404	0.22295	dwpc	1
rephetio-v2.0_perm-5	CpDtCbGuD	0.029404	0.51397	0.28074	dwpc	1
rephetio-v2.0	CpDtCdGaD	0.072053	0.52	0.2536	dwpc	0
rephetio-v2.0_perm-1	CpDtCdGaD	0.10066	0.52052	0.23909	dwpc	1
rephetio-v2.0_perm-2	CpDtCdGaD	0.08106	0.5188	0.24579	dwpc	1
rephetio-v2.0_perm-3	CpDtCdGaD	0.092715	0.52518	0.25523	dwpc	1
rephetio-v2.0_perm-4	CpDtCdGaD	0.082649	0.51133	0.23081	dwpc	1
rephetio-v2.0_perm-5	CpDtCdGaD	0.080265	0.53284	0.28473	dwpc	1
rephetio-v2.0	CpDtCdGdD	0.033113	0.51674	0.29619	dwpc	0
rephetio-v2.0_perm-1	CpDtCdGdD	0.042119	0.51333	0.25489	dwpc	1
rephetio-v2.0_perm-2	CpDtCdGdD	0.036291	0.51271	0.25637	dwpc	1
rephetio-v2.0_perm-3	CpDtCdGdD	0.041325	0.52295	0.29395	dwpc	1
rephetio-v2.0_perm-4	CpDtCdGdD	0.039205	0.50865	0.23913	dwpc	1
rephetio-v2.0_perm-5	CpDtCdGdD	0.036821	0.52079	0.29478	dwpc	1
rephetio-v2.0	CpDtCdGuD	0.033377	0.51086	0.26168	dwpc	0
rephetio-v2.0_perm-1	CpDtCdGuD	0.042914	0.51525	0.25906	dwpc	1
rephetio-v2.0_perm-2	CpDtCdGuD	0.035762	0.51647	0.27561	dwpc	1
rephetio-v2.0_perm-3	CpDtCdGuD	0.044238	0.52369	0.29367	dwpc	1
rephetio-v2.0_perm-4	CpDtCdGuD	0.04106	0.50991	0.24019	dwpc	1
rephetio-v2.0_perm-5	CpDtCdGuD	0.039205	0.52343	0.30087	dwpc	1
rephetio-v2.0	CpDtCpD	0.0047682	0.50116	0.23883	dwpc	0
rephetio-v2.0_perm-1	CpDtCpD	0.0055629	0.50149	0.24274	dwpc	1
rephetio-v2.0_perm-2	CpDtCpD	0.0023841	0.49851	0.1	dwpc	1
rephetio-v2.0_perm-3	CpDtCpD	0.0066225	0.50247	0.25954	dwpc	1
rephetio-v2.0_perm-4	CpDtCpD	0.0042384	0.50066	0.22508	dwpc	1
rephetio-v2.0_perm-5	CpDtCpD	0.0060927	0.50613	0.36469	dwpc	1
rephetio-v2.0	CpDtCpDrD	0.023046	0.51278	0.28943	dwpc	0
rephetio-v2.0_perm-1	CpDtCpDrD	0.022252	0.50016	0.20106	dwpc	1
rephetio-v2.0_perm-2	CpDtCpDrD	0.020927	0.50009	0.20006	dwpc	1
rephetio-v2.0_perm-3	CpDtCpDrD	0.030728	0.50821	0.24604	dwpc	1
rephetio-v2.0_perm-4	CpDtCpDrD	0.024901	0.5043	0.22843	dwpc	1
rephetio-v2.0_perm-5	CpDtCpDrD	0.020662	0.50116	0.20921	dwpc	1
rephetio-v2.0	CpDtCrCpD	0.0098013	0.50542	0.2884	dwpc	0
rephetio-v2.0_perm-1	CpDtCrCpD	0.026225	0.51332	0.28273	dwpc	1
rephetio-v2.0_perm-2	CpDtCrCpD	0.020132	0.50473	0.23731	dwpc	1
rephetio-v2.0_perm-3	CpDtCrCpD	0.026755	0.51305	0.28192	dwpc	1
rephetio-v2.0_perm-4	CpDtCrCpD	0.021722	0.50623	0.24613	dwpc	1
rephetio-v2.0_perm-5	CpDtCrCpD	0.016159	0.51228	0.32631	dwpc	1
rephetio-v2.0	CpDtCrCtD	0.038411	0.52659	0.32913	dwpc	0
rephetio-v2.0_perm-1	CpDtCrCtD	0.051126	0.52256	0.27767	dwpc	1
rephetio-v2.0_perm-2	CpDtCrCtD	0.041325	0.52377	0.29757	dwpc	1
rephetio-v2.0_perm-3	CpDtCrCtD	0.05298	0.52276	0.28274	dwpc	1
rephetio-v2.0_perm-4	CpDtCrCtD	0.045298	0.51477	0.2562	dwpc	1
rephetio-v2.0_perm-5	CpDtCrCtD	0.047947	0.52469	0.28994	dwpc	1
rephetio-v2.0	CpDtCtD	0.034967	0.5253	0.32855	dwpc	0
rephetio-v2.0_perm-1	CpDtCtD	0.058278	0.52129	0.26431	dwpc	1
rephetio-v2.0_perm-2	CpDtCtD	0.046358	0.51655	0.26036	dwpc	1
rephetio-v2.0_perm-3	CpDtCtD	0.05457	0.52499	0.28278	dwpc	1
rephetio-v2.0_perm-4	CpDtCtD	0.046623	0.51211	0.24402	dwpc	1
rephetio-v2.0_perm-5	CpDtCtD	0.05351	0.52962	0.29995	dwpc	1
rephetio-v2.0	CpDtCtDrD	0.059073	0.51871	0.25492	dwpc	0
rephetio-v2.0_perm-1	CpDtCtDrD	0.079205	0.51195	0.2229	dwpc	1
rephetio-v2.0_perm-2	CpDtCtDrD	0.068079	0.50443	0.2095	dwpc	1
rephetio-v2.0_perm-3	CpDtCtDrD	0.072848	0.52027	0.24845	dwpc	1
rephetio-v2.0_perm-4	CpDtCtDrD	0.070993	0.50679	0.21611	dwpc	1
rephetio-v2.0_perm-5	CpDtCtDrD	0.071523	0.51965	0.24629	dwpc	1
rephetio-v2.0	CpDtCuGaD	0.072583	0.52315	0.26867	dwpc	0
rephetio-v2.0_perm-1	CpDtCuGaD	0.10252	0.52054	0.23858	dwpc	1
rephetio-v2.0_perm-2	CpDtCuGaD	0.086623	0.51782	0.24158	dwpc	1
rephetio-v2.0_perm-3	CpDtCuGaD	0.091656	0.52534	0.25958	dwpc	1
rephetio-v2.0_perm-4	CpDtCuGaD	0.082119	0.51073	0.22784	dwpc	1
rephetio-v2.0_perm-5	CpDtCuGaD	0.083179	0.53072	0.27515	dwpc	1
rephetio-v2.0	CpDtCuGdD	0.031258	0.5137	0.28271	dwpc	0
rephetio-v2.0_perm-1	CpDtCuGdD	0.044503	0.5191	0.27063	dwpc	1
rephetio-v2.0_perm-2	CpDtCuGdD	0.036291	0.51519	0.26778	dwpc	1
rephetio-v2.0_perm-3	CpDtCuGdD	0.03947	0.52082	0.28916	dwpc	1
rephetio-v2.0_perm-4	CpDtCuGdD	0.040265	0.5129	0.25855	dwpc	1
rephetio-v2.0_perm-5	CpDtCuGdD	0.038146	0.5256	0.3113	dwpc	1
rephetio-v2.0	CpDtCuGuD	0.033907	0.51602	0.28325	dwpc	0
rephetio-v2.0_perm-1	CpDtCuGuD	0.044503	0.51827	0.26779	dwpc	1
rephetio-v2.0_perm-2	CpDtCuGuD	0.037616	0.51774	0.27774	dwpc	1
rephetio-v2.0_perm-3	CpDtCuGuD	0.043709	0.52228	0.28836	dwpc	1
rephetio-v2.0_perm-4	CpDtCuGuD	0.03947	0.5109	0.24629	dwpc	1
rephetio-v2.0_perm-5	CpDtCuGuD	0.036556	0.52082	0.29382	dwpc	1
rephetio-v2.0	CpDuG<rGaD	0.10119	0.52159	0.25898	dwpc	0
rephetio-v2.0_perm-1	CpDuG<rGaD	0.10384	0.514	0.23457	dwpc	1
rephetio-v2.0_perm-2	CpDuG<rGaD	0.10517	0.53463	0.27468	dwpc	1
rephetio-v2.0_perm-3	CpDuG<rGaD	0.1004	0.52891	0.26746	dwpc	1
rephetio-v2.0_perm-4	CpDuG<rGaD	0.10278	0.52348	0.25875	dwpc	1
rephetio-v2.0_perm-5	CpDuG<rGaD	0.10411	0.523	0.26417	dwpc	1
rephetio-v2.0	CpDuG<rGdD	0.040795	0.51144	0.2663	dwpc	0
rephetio-v2.0_perm-1	CpDuG<rGdD	0.043709	0.51316	0.25028	dwpc	1
rephetio-v2.0_perm-2	CpDuG<rGdD	0.046093	0.5298	0.3099	dwpc	1
rephetio-v2.0_perm-3	CpDuG<rGdD	0.045033	0.52543	0.29869	dwpc	1
rephetio-v2.0_perm-4	CpDuG<rGdD	0.047947	0.52057	0.27716	dwpc	1
rephetio-v2.0_perm-5	CpDuG<rGdD	0.048212	0.52112	0.27593	dwpc	1
rephetio-v2.0	CpDuG<rGuD	0.042649	0.5127	0.26327	dwpc	0
rephetio-v2.0_perm-1	CpDuG<rGuD	0.047152	0.51662	0.25883	dwpc	1
rephetio-v2.0_perm-2	CpDuG<rGuD	0.048212	0.53425	0.32146	dwpc	1
rephetio-v2.0_perm-3	CpDuG<rGuD	0.045563	0.52835	0.30794	dwpc	1
rephetio-v2.0_perm-4	CpDuG<rGuD	0.047417	0.52152	0.27867	dwpc	1
rephetio-v2.0_perm-5	CpDuG<rGuD	0.047682	0.52151	0.27812	dwpc	1
rephetio-v2.0	CpDuGaD	0.070993	0.52054	0.26505	dwpc	0
rephetio-v2.0_perm-1	CpDuGaD	0.085033	0.51713	0.23969	dwpc	1
rephetio-v2.0_perm-2	CpDuGaD	0.078146	0.53206	0.28494	dwpc	1
rephetio-v2.0_perm-3	CpDuGaD	0.06543	0.51615	0.25554	dwpc	1
rephetio-v2.0_perm-4	CpDuGaD	0.081325	0.52283	0.26325	dwpc	1
rephetio-v2.0_perm-5	CpDuGaD	0.076291	0.52133	0.26465	dwpc	1
rephetio-v2.0	CpDuGaDrD	0.087947	0.52165	0.25237	dwpc	0
rephetio-v2.0_perm-1	CpDuGaDrD	0.092715	0.51334	0.22294	dwpc	1
rephetio-v2.0_perm-2	CpDuGaDrD	0.095364	0.53138	0.25855	dwpc	1
rephetio-v2.0_perm-3	CpDuGaDrD	0.078146	0.51498	0.23483	dwpc	1
rephetio-v2.0_perm-4	CpDuGaDrD	0.088477	0.52038	0.24149	dwpc	1
rephetio-v2.0_perm-5	CpDuGaDrD	0.089007	0.51796	0.23684	dwpc	1
rephetio-v2.0	CpDuGbCpD	0.011656	0.51179	0.37056	dwpc	0
rephetio-v2.0_perm-1	CpDuGbCpD	0.02755	0.51497	0.28887	dwpc	1
rephetio-v2.0_perm-2	CpDuGbCpD	0.026225	0.5151	0.30139	dwpc	1
rephetio-v2.0_perm-3	CpDuGbCpD	0.020397	0.50209	0.21607	dwpc	1
rephetio-v2.0_perm-4	CpDuGbCpD	0.02596	0.5127	0.28151	dwpc	1
rephetio-v2.0_perm-5	CpDuGbCpD	0.022252	0.51102	0.28775	dwpc	1
rephetio-v2.0	CpDuGbCtD	0.049536	0.52034	0.2758	dwpc	0
rephetio-v2.0_perm-1	CpDuGbCtD	0.068344	0.52459	0.26496	dwpc	1
rephetio-v2.0_perm-2	CpDuGbCtD	0.066225	0.537	0.30744	dwpc	1
rephetio-v2.0_perm-3	CpDuGbCtD	0.046887	0.51795	0.26621	dwpc	1
rephetio-v2.0_perm-4	CpDuGbCtD	0.056689	0.52287	0.27969	dwpc	1
rephetio-v2.0_perm-5	CpDuGbCtD	0.056424	0.51817	0.26208	dwpc	1
rephetio-v2.0	CpDuGcGaD	0.083709	0.51906	0.25162	dwpc	0
rephetio-v2.0_perm-1	CpDuGcGaD	0.095629	0.51649	0.23705	dwpc	1
rephetio-v2.0_perm-2	CpDuGcGaD	0.09351	0.53703	0.28671	dwpc	1
rephetio-v2.0_perm-3	CpDuGcGaD	0.070993	0.51193	0.2426	dwpc	1
rephetio-v2.0_perm-4	CpDuGcGaD	0.091391	0.52105	0.25442	dwpc	1
rephetio-v2.0_perm-5	CpDuGcGaD	0.089536	0.52002	0.26048	dwpc	1
rephetio-v2.0	CpDuGcGdD	0.037881	0.51304	0.27268	dwpc	0
rephetio-v2.0_perm-1	CpDuGcGdD	0.042384	0.51228	0.24911	dwpc	1
rephetio-v2.0_perm-2	CpDuGcGdD	0.042914	0.52447	0.29754	dwpc	1
rephetio-v2.0_perm-3	CpDuGcGdD	0.034172	0.51265	0.26326	dwpc	1
rephetio-v2.0_perm-4	CpDuGcGdD	0.046093	0.51846	0.27228	dwpc	1
rephetio-v2.0_perm-5	CpDuGcGdD	0.04053	0.51685	0.26953	dwpc	1
rephetio-v2.0	CpDuGcGuD	0.040265	0.51244	0.26349	dwpc	0
rephetio-v2.0_perm-1	CpDuGcGuD	0.041854	0.51365	0.25686	dwpc	1
rephetio-v2.0_perm-2	CpDuGcGuD	0.043444	0.52658	0.30575	dwpc	1
rephetio-v2.0_perm-3	CpDuGcGuD	0.033907	0.5159	0.27931	dwpc	1
rephetio-v2.0_perm-4	CpDuGcGuD	0.045563	0.52118	0.28316	dwpc	1
rephetio-v2.0_perm-5	CpDuGcGuD	0.046093	0.51765	0.26687	dwpc	1
rephetio-v2.0	CpDuGdAlD	0.084768	0.51062	0.22878	dwpc	0
rephetio-v2.0_perm-1	CpDuGdAlD	0.10146	0.51453	0.22475	dwpc	1
rephetio-v2.0_perm-2	CpDuGdAlD	0.10093	0.53356	0.26754	dwpc	1
rephetio-v2.0_perm-3	CpDuGdAlD	0.096689	0.52475	0.24677	dwpc	1
rephetio-v2.0_perm-4	CpDuGdAlD	0.098543	0.51707	0.23752	dwpc	1
rephetio-v2.0_perm-5	CpDuGdAlD	0.10225	0.52861	0.2534	dwpc	1
rephetio-v2.0	CpDuGdCpD	0.023046	0.51278	0.28954	dwpc	0
rephetio-v2.0_perm-1	CpDuGdCpD	0.030993	0.51378	0.27423	dwpc	1
rephetio-v2.0_perm-2	CpDuGdCpD	0.023311	0.51274	0.2913	dwpc	1
rephetio-v2.0_perm-3	CpDuGdCpD	0.018013	0.50697	0.2669	dwpc	1
rephetio-v2.0_perm-4	CpDuGdCpD	0.02702	0.51448	0.28797	dwpc	1
rephetio-v2.0_perm-5	CpDuGdCpD	0.021987	0.50784	0.26045	dwpc	1
rephetio-v2.0	CpDuGdCtD	0.075762	0.52178	0.26165	dwpc	0
rephetio-v2.0_perm-1	CpDuGdCtD	0.087152	0.51988	0.2553	dwpc	1
rephetio-v2.0_perm-2	CpDuGdCtD	0.087417	0.54007	0.29722	dwpc	1
rephetio-v2.0_perm-3	CpDuGdCtD	0.077616	0.5244	0.26275	dwpc	1
rephetio-v2.0_perm-4	CpDuGdCtD	0.087947	0.52553	0.26426	dwpc	1
rephetio-v2.0_perm-5	CpDuGdCtD	0.07894	0.5225	0.27077	dwpc	1
rephetio-v2.0	CpDuGdD	0.031523	0.50785	0.24979	dwpc	0
rephetio-v2.0_perm-1	CpDuGdD	0.034967	0.50557	0.22762	dwpc	1
rephetio-v2.0_perm-2	CpDuGdD	0.037351	0.52222	0.30294	dwpc	1
rephetio-v2.0_perm-3	CpDuGdD	0.027285	0.51026	0.26511	dwpc	1
rephetio-v2.0_perm-4	CpDuGdD	0.038146	0.51255	0.25738	dwpc	1
rephetio-v2.0_perm-5	CpDuGdD	0.032318	0.51136	0.26168	dwpc	1
rephetio-v2.0	CpDuGdDrD	0.064901	0.50809	0.2448	dwpc	0
rephetio-v2.0_perm-1	CpDuGdDrD	0.062517	0.50715	0.21826	dwpc	1
rephetio-v2.0_perm-2	CpDuGdDrD	0.072583	0.51457	0.23748	dwpc	1
rephetio-v2.0_perm-3	CpDuGdDrD	0.060662	0.51625	0.24504	dwpc	1
rephetio-v2.0_perm-4	CpDuGdDrD	0.068609	0.51495	0.23754	dwpc	1
rephetio-v2.0_perm-5	CpDuGdDrD	0.064106	0.50258	0.21089	dwpc	1
rephetio-v2.0	CpDuGeAlD	0.10623	0.51901	0.24811	dwpc	0
rephetio-v2.0_perm-1	CpDuGeAlD	0.10675	0.5125	0.22181	dwpc	1
rephetio-v2.0_perm-2	CpDuGeAlD	0.1102	0.53271	0.26348	dwpc	1
rephetio-v2.0_perm-3	CpDuGeAlD	0.1049	0.52783	0.24872	dwpc	1
rephetio-v2.0_perm-4	CpDuGeAlD	0.10675	0.52126	0.24356	dwpc	1
rephetio-v2.0_perm-5	CpDuGeAlD	0.11073	0.52855	0.25001	dwpc	1
rephetio-v2.0	CpDuGiGaD	0.099868	0.5221	0.25765	dwpc	0
rephetio-v2.0_perm-1	CpDuGiGaD	0.1049	0.51415	0.23313	dwpc	1
rephetio-v2.0_perm-2	CpDuGiGaD	0.10728	0.53494	0.27449	dwpc	1
rephetio-v2.0_perm-3	CpDuGiGaD	0.095099	0.52272	0.255	dwpc	1
rephetio-v2.0_perm-4	CpDuGiGaD	0.10834	0.52103	0.25468	dwpc	1
rephetio-v2.0_perm-5	CpDuGiGaD	0.10278	0.52692	0.27071	dwpc	1
rephetio-v2.0	CpDuGiGdD	0.043709	0.5162	0.27969	dwpc	0
rephetio-v2.0_perm-1	CpDuGiGdD	0.043444	0.51249	0.24907	dwpc	1
rephetio-v2.0_perm-2	CpDuGiGdD	0.046623	0.52801	0.30367	dwpc	1
rephetio-v2.0_perm-3	CpDuGiGdD	0.041854	0.52244	0.29011	dwpc	1
rephetio-v2.0_perm-4	CpDuGiGdD	0.049536	0.51952	0.26957	dwpc	1
rephetio-v2.0_perm-5	CpDuGiGdD	0.047682	0.51918	0.27303	dwpc	1
rephetio-v2.0	CpDuGiGuD	0.041325	0.51188	0.26309	dwpc	0
rephetio-v2.0_perm-1	CpDuGiGuD	0.047152	0.51422	0.25229	dwpc	1
rephetio-v2.0_perm-2	CpDuGiGuD	0.047417	0.52893	0.30357	dwpc	1
rephetio-v2.0_perm-3	CpDuGiGuD	0.042384	0.52455	0.29749	dwpc	1
rephetio-v2.0_perm-4	CpDuGiGuD	0.050596	0.52055	0.2734	dwpc	1
rephetio-v2.0_perm-5	CpDuGiGuD	0.050331	0.52077	0.27332	dwpc	1
rephetio-v2.0	CpDuGr>GaD	0.098013	0.51869	0.24649	dwpc	0
rephetio-v2.0_perm-1	CpDuGr>GaD	0.10225	0.51413	0.23399	dwpc	1
rephetio-v2.0_perm-2	CpDuGr>GaD	0.10914	0.53509	0.27591	dwpc	1
rephetio-v2.0_perm-3	CpDuGr>GaD	0.097748	0.52207	0.25299	dwpc	1
rephetio-v2.0_perm-4	CpDuGr>GaD	0.10623	0.52152	0.25393	dwpc	1
rephetio-v2.0_perm-5	CpDuGr>GaD	0.10305	0.52594	0.27075	dwpc	1
rephetio-v2.0	CpDuGr>GdD	0.04053	0.51241	0.26755	dwpc	0
rephetio-v2.0_perm-1	CpDuGr>GdD	0.044768	0.51326	0.25139	dwpc	1
rephetio-v2.0_perm-2	CpDuGr>GdD	0.048477	0.52911	0.30206	dwpc	1
rephetio-v2.0_perm-3	CpDuGr>GdD	0.043709	0.52374	0.29237	dwpc	1
rephetio-v2.0_perm-4	CpDuGr>GdD	0.048742	0.52085	0.27597	dwpc	1
rephetio-v2.0_perm-5	CpDuGr>GdD	0.049007	0.52077	0.27395	dwpc	1
rephetio-v2.0	CpDuGr>GuD	0.042119	0.51228	0.26254	dwpc	0
rephetio-v2.0_perm-1	CpDuGr>GuD	0.045033	0.51385	0.25253	dwpc	1
