abbreviation	length	midpoint_index	optimal_join_index	sequential_complexity
CuGpCCpGuD	4	2	2	3.972521756424248
CuGpMFpGaD	4	2	2	4.1109553555008835
CuGpMFpGdD	4	2	2	3.891918693056074
CuGpMFpGuD	4	2	2	3.898028446556609
CuGpPWpGaD	4	2	2	4.187269825059749
CuGpPWpGdD	4	2	2	3.968233162614939
CuGpPWpGuD	4	2	2	3.974342916115474
CuGr>G<rGaD	4	2	4	4.123032715380065
CuGr>G<rGdD	4	2	4	3.9039960529352546
CuGr>G<rGuD	4	2	4	3.91010580643579
CuGr>GaDrD	4	2	3	3.918876553000458
CuGr>GbCpD	4	2	4	2.3821484963792288
CuGr>GbCtD	4	2	4	2.6690308409819177
CuGr>GcGaD	4	2	4	3.7899528154496096
CuGr>GcGdD	4	2	4	3.5709161530048
CuGr>GcGuD	4	2	4	3.577025906505335
CuGr>GdAlD	4	2	3	4.880543208902564
CuGr>GdCpD	4	2	4	2.6431012214941108
CuGr>GdCtD	4	2	4	2.9299835660967997
CuGr>GdDrD	4	2	3	3.6998398905556478
CuGr>GeAlD	4	2	3	5.592244023848318
CuGr>GiGaD	4	2	4	4.176065789903801
CuGr>GiGdD	4	2	4	3.9570291274589917
CuGr>GiGuD	4	2	4	3.9631388809595274
CuGr>Gr>GaD	4	2	4	4.123032715380065
CuGr>Gr>GdD	4	2	4	3.9039960529352546
CuGr>Gr>GuD	4	2	4	3.91010580643579
CuGr>GuAlD	4	2	3	4.861474321252002
CuGr>GuCpD	4	2	4	2.5919178268603362
CuGr>GuCtD	4	2	4	2.878800171463025
CuGr>GuDrD	4	2	3	3.7059496440561834
CuGuAdGaD	4	2	2	4.9913682506243875
CuGuAdGdD	4	2	2	4.772331588179578
CuGuAdGuD	4	2	2	4.7784413416801135
CuGuAeGaD	4	2	2	5.7030690655701415
CuGuAeGdD	4	2	2	5.484032403125332
CuGuAeGuD	4	2	2	5.4901421566258675
CuGuAlDrD	4	2	2	4.657318158872395
CuGuAuGaD	4	2	2	4.972299362973826
CuGuAuGdD	4	2	2	4.753262700529016
CuGuAuGuD	4	2	2	4.759372454029551
CuGuCbGaD	4	2	4	2.7410409104611166
CuGuCbGdD	4	2	4	2.5220042480163065
CuGuCbGuD	4	2	4	2.528114001516842
CuGuCdGaD	4	2	4	3.0019936355759986
CuGuCdGdD	4	2	4	2.7829569731311885
CuGuCdGuD	4	2	4	2.789066726631724
CuGuCpDrD	4	2	3	2.3877616644807294
CuGuCrCpD	4	2	4	2.4107676294630735
CuGuCrCtD	4	2	4	2.6976499740657625
CuGuCtDrD	4	2	3	2.6746440090834183
CuGuCuGaD	4	2	4	2.950810240942224
CuGuCuGdD	4	2	4	2.731773578497414
CuGuCuGuD	4	2	4	2.7378833319979496
CuGuDaGaD	4	2	2	3.448099198059772
CuGuDaGdD	4	2	2	3.2290625356149625
CuGuDaGuD	4	2	2	3.2351722891154977
CuGuDdGaD	4	2	2	3.2290625356149625
CuGuDdGdD	4	2	2	3.0100258731701524
CuGuDdGuD	4	2	2	3.016135626670688
CuGuDlAlD	4	2	3	4.075715762209886
CuGuDpCpD	4	2	4	1.5580918954581557
CuGuDpCtD	4	2	2	1.8449742400608449
CuGuDpSpD	4	2	3	3.9772829703192527
CuGuDrDrD	4	2	3	3.5017934816765766
CuGuDtCpD	4	2	2	1.8449742400608449
CuGuDtCtD	4	2	2	2.131856584663534
CuGuDuGaD	4	2	2	3.2351722891154977
CuGuDuGdD	4	2	2	3.016135626670688
CuGuDuGuD	4	2	2	3.0222453801712232
